#Typical Measured Spectrum of Semrock FF01-661/20 Optical Filter	
#For wavelengths between 320 and 1120 nm, values near or below 3e-7 (Optical Density 6.5) are measurement noise limited.
#For wavelengths < 320 nm and > 1120 nm, values near or below 3e-6 (Optical Density 5.5) are measurement noise limited. 
#Data format:  Wavelength (nm) <tab> Transmission (0 to 1)
551.0	1.6258e-08
551.2	1.7154e-08
551.4	1.7256e-08
551.6	1.736e-08
551.8	1.7464e-08
552.0	1.7568e-08
552.2	1.7673e-08
552.4	1.7779e-08
552.6	1.7886e-08
552.8	1.7993e-08
553.0	1.81e-08
553.2	1.8209e-08
553.4	1.8318e-08
553.6	1.8427e-08
553.8	1.8538e-08
554.0	1.8649e-08
554.2	1.876e-08
554.4	1.8873e-08
554.6	1.8986e-08
554.8	1.9099e-08
555.0	1.9214e-08
555.2	1.9329e-08
555.4	1.9444e-08
555.6	1.9561e-08
555.8	1.9678e-08
556.0	1.9796e-08
556.2	2.0257e-08
556.4	2.0864e-08
556.6	2.1489e-08
556.8	2.2133e-08
557.0	2.2796e-08
557.2	2.3479e-08
557.4	2.4183e-08
557.6	2.4907e-08
557.8	2.5653e-08
558.0	2.6422e-08
558.2	2.7214e-08
558.4	2.8029e-08
558.6	2.8869e-08
558.8	2.9734e-08
559.0	3.0625e-08
559.2	3.1542e-08
559.4	3.2488e-08
559.6	3.3461e-08
559.8	3.4464e-08
560.0	3.5496e-08
560.2	3.656e-08
560.4	3.7655e-08
560.6	3.8783e-08
560.8	3.9945e-08
561.0	4.105e-08
561.2	4.1876e-08
561.4	4.272e-08
561.6	4.358e-08
561.8	4.4457e-08
562.0	4.5352e-08
562.2	4.6266e-08
562.4	4.7197e-08
562.6	4.8148e-08
562.8	4.9117e-08
563.0	5.0106e-08
563.2	5.1115e-08
563.4	5.2144e-08
563.6	5.3194e-08
563.8	5.4265e-08
564.0	5.5358e-08
564.2	5.6473e-08
564.4	5.761e-08
564.6	5.877e-08
564.8	5.9953e-08
565.0	6.1161e-08
565.2	6.2392e-08
565.4	6.3649e-08
565.6	6.493e-08
565.8	6.6238e-08
566.0	6.6407e-08
566.2	6.6183e-08
566.4	6.5959e-08
566.6	6.5736e-08
566.8	6.5514e-08
567.0	6.5293e-08
567.2	6.5072e-08
567.4	6.4852e-08
567.6	6.4633e-08
567.8	6.4414e-08
568.0	6.4197e-08
568.2	6.398e-08
568.4	6.3763e-08
568.6	6.3548e-08
568.8	6.3333e-08
569.0	6.3119e-08
569.2	6.2906e-08
569.4	6.2693e-08
569.6	6.2481e-08
569.8	6.227e-08
570.0	6.2059e-08
570.2	6.185e-08
570.4	6.1641e-08
570.6	6.1432e-08
570.8	6.1418e-08
571.0	6.2038e-08
571.2	6.2664e-08
571.4	6.3296e-08
571.6	6.3934e-08
571.8	6.4579e-08
572.0	6.5231e-08
572.2	6.5889e-08
572.4	6.6554e-08
572.6	6.7225e-08
572.8	6.7903e-08
573.0	6.8588e-08
573.2	6.928e-08
573.4	6.9979e-08
573.6	7.0685e-08
573.8	7.1398e-08
574.0	7.2119e-08
574.2	7.2846e-08
574.4	7.3581e-08
574.6	7.4323e-08
574.8	7.5073e-08
575.0	7.5831e-08
575.2	7.6596e-08
575.4	7.7368e-08
575.6	7.8149e-08
575.8	7.8101e-08
576.0	7.773e-08
576.2	7.7361e-08
576.4	7.6994e-08
576.6	7.6629e-08
576.8	7.6265e-08
577.0	7.5903e-08
577.2	7.5543e-08
577.4	7.5184e-08
577.6	7.4827e-08
577.8	7.4472e-08
578.0	7.4119e-08
578.2	7.3767e-08
578.4	7.3417e-08
578.6	7.3068e-08
578.8	7.2722e-08
579.0	7.2377e-08
579.2	7.2033e-08
579.4	7.1691e-08
579.6	7.1351e-08
579.8	7.1012e-08
580.0	7.0675e-08
580.2	7.034e-08
580.4	7.0006e-08
580.6	6.9677e-08
580.8	6.9359e-08
581.0	6.9043e-08
581.2	6.8728e-08
581.4	6.8414e-08
581.6	6.8102e-08
581.8	6.7792e-08
582.0	6.7482e-08
582.2	6.7175e-08
582.4	6.6868e-08
582.6	6.6563e-08
582.8	6.626e-08
583.0	6.5958e-08
583.2	6.5657e-08
583.4	6.5357e-08
583.6	6.5059e-08
583.8	6.4763e-08
584.0	6.4467e-08
584.2	6.4173e-08
584.4	6.388e-08
584.6	6.3589e-08
584.8	6.3299e-08
585.0	6.301e-08
585.2	6.2723e-08
585.4	6.2437e-08
585.6	6.2329e-08
585.8	6.2288e-08
586.0	6.2248e-08
586.2	6.2207e-08
586.4	6.2167e-08
586.6	6.2126e-08
586.8	6.2086e-08
587.0	6.2045e-08
587.2	6.2005e-08
587.4	6.1964e-08
587.6	6.1924e-08
587.8	6.1883e-08
588.0	6.1843e-08
588.2	6.1803e-08
588.4	6.1762e-08
588.6	6.1722e-08
588.8	6.1682e-08
589.0	6.1642e-08
589.2	6.1601e-08
589.4	6.1561e-08
589.6	6.1521e-08
589.8	6.1481e-08
590.0	6.1441e-08
590.2	6.1401e-08
590.4	6.1309e-08
590.6	6.106e-08
590.8	6.0812e-08
591.0	6.0566e-08
591.2	6.032e-08
591.4	6.0075e-08
591.6	5.9831e-08
591.8	5.9588e-08
592.0	5.9346e-08
592.2	5.9105e-08
592.4	5.8865e-08
592.6	5.8626e-08
592.8	5.8388e-08
593.0	5.8151e-08
593.2	5.7915e-08
593.4	5.768e-08
593.6	5.7445e-08
593.8	5.7212e-08
594.0	5.698e-08
594.2	5.6748e-08
594.4	5.6518e-08
594.6	5.6289e-08
594.8	5.606e-08
595.0	5.5832e-08
595.2	5.5606e-08
595.4	5.5741e-08
595.6	5.599e-08
595.8	5.6241e-08
596.0	5.6493e-08
596.2	5.6746e-08
596.4	5.7001e-08
596.6	5.7256e-08
596.8	5.7513e-08
597.0	5.777e-08
597.2	5.8029e-08
597.4	5.8289e-08
597.6	5.8551e-08
597.8	5.8813e-08
598.0	5.9076e-08
598.2	5.9341e-08
598.4	5.9607e-08
598.6	5.9874e-08
598.8	6.0143e-08
599.0	6.0412e-08
599.2	6.0683e-08
599.4	6.0955e-08
599.6	6.1228e-08
599.8	6.1502e-08
600.0	6.1778e-08
600.2	6.2013e-08
600.4	6.2131e-08
600.6	6.2248e-08
600.8	6.2366e-08
601.0	6.2484e-08
601.2	6.2603e-08
601.4	6.2721e-08
601.6	6.284e-08
601.8	6.2959e-08
602.0	6.3078e-08
602.2	6.3198e-08
602.4	6.3318e-08
602.6	6.3438e-08
602.8	6.3558e-08
603.0	6.3678e-08
603.2	6.3799e-08
603.4	6.392e-08
603.6	6.4041e-08
603.8	6.4162e-08
604.0	6.4284e-08
604.2	6.4405e-08
604.4	6.4527e-08
604.6	6.465e-08
604.8	6.4772e-08
605.0	6.4895e-08
605.2	6.5004e-08
605.4	6.511e-08
605.6	6.5215e-08
605.8	6.5321e-08
606.0	6.5427e-08
606.2	6.5533e-08
606.4	6.5639e-08
606.6	6.5746e-08
606.8	6.5852e-08
607.0	6.5959e-08
607.2	6.6066e-08
607.4	6.6173e-08
607.6	6.6281e-08
607.8	6.6388e-08
608.0	6.6496e-08
608.2	6.6604e-08
608.4	6.6712e-08
608.6	6.682e-08
608.8	6.6928e-08
609.0	6.7037e-08
609.2	6.7145e-08
609.4	6.7254e-08
609.6	6.7363e-08
609.8	6.7472e-08
610.0	6.7485e-08
610.2	6.7192e-08
610.4	6.6901e-08
610.6	6.6611e-08
610.8	6.6322e-08
611.0	6.6034e-08
611.2	6.5748e-08
611.4	6.5463e-08
611.6	6.5179e-08
611.8	6.4896e-08
612.0	6.4614e-08
612.2	6.4334e-08
612.4	6.4055e-08
612.6	6.3777e-08
612.8	6.3501e-08
613.0	6.3225e-08
613.2	6.2951e-08
613.4	6.2678e-08
613.6	6.2406e-08
613.8	6.2136e-08
614.0	6.1866e-08
614.2	6.1598e-08
614.4	6.133e-08
614.6	6.1064e-08
614.8	6.08e-08
615.0	6.1291e-08
615.2	6.2078e-08
615.4	6.2875e-08
615.6	6.3682e-08
615.8	6.4499e-08
616.0	6.5327e-08
616.2	6.6165e-08
616.4	6.7014e-08
616.6	6.7875e-08
616.8	6.8746e-08
617.0	6.9628e-08
617.2	7.0522e-08
617.4	7.1427e-08
617.6	7.2344e-08
617.8	7.3272e-08
618.0	7.4213e-08
618.2	7.5165e-08
618.4	7.613e-08
618.6	7.7107e-08
618.8	7.8097e-08
619.0	7.9099e-08
619.2	8.0115e-08
619.4	8.1143e-08
619.6	8.2184e-08
619.8	8.3167e-08
620.0	8.3909e-08
620.2	8.4658e-08
620.4	8.5413e-08
620.6	8.6175e-08
620.8	8.6944e-08
621.0	8.772e-08
621.2	8.8502e-08
621.4	8.9292e-08
621.6	9.0089e-08
621.8	9.0893e-08
622.0	9.1704e-08
622.2	9.2522e-08
622.4	9.3348e-08
622.6	9.418e-08
622.8	9.5021e-08
623.0	9.5869e-08
623.2	9.6724e-08
623.4	9.7587e-08
623.6	9.8458e-08
623.8	9.9336e-08
624.0	1.0022e-07
624.2	1.0112e-07
624.4	1.0202e-07
624.6	1.0293e-07
624.8	1.0379e-07
625.0	1.0464e-07
625.2	1.055e-07
625.4	1.0636e-07
625.6	1.0723e-07
625.8	1.0811e-07
626.0	1.09e-07
626.2	1.0989e-07
626.4	1.1079e-07
626.6	1.1169e-07
626.8	1.1261e-07
627.0	1.1353e-07
627.2	1.1446e-07
627.4	1.154e-07
627.6	1.1634e-07
627.8	1.1729e-07
628.0	1.1825e-07
628.2	1.1922e-07
628.4	1.202e-07
628.6	1.2118e-07
628.8	1.2217e-07
629.0	1.2317e-07
629.2	1.2418e-07
629.4	1.252e-07
629.6	1.2628e-07
629.8	1.2755e-07
630.0	1.2884e-07
630.2	1.3014e-07
630.4	1.3145e-07
630.6	1.3277e-07
630.8	1.3411e-07
631.0	1.3546e-07
631.2	1.3683e-07
631.4	1.3821e-07
631.6	1.396e-07
631.8	1.4101e-07
632.0	1.4243e-07
632.2	1.4386e-07
632.4	1.4531e-07
632.6	1.4678e-07
632.8	1.4826e-07
633.0	1.4975e-07
633.2	1.5126e-07
633.4	1.5278e-07
633.6	1.6527e-07
633.8	1.9199e-07
634.0	2.2303e-07
634.2	2.591e-07
634.4	3.0099e-07
634.6	3.4966e-07
634.8	4.062e-07
635.0	4.7188e-07
635.2	5.4818e-07
635.4	6.3682e-07
635.6	7.3978e-07
635.8	8.594e-07
636.0	9.9836e-07
636.2	1.1598e-06
636.4	1.3473e-06
636.6	1.5652e-06
636.8	1.8183e-06
637.0	2.1121e-06
637.2	2.4348e-06
637.4	2.8069e-06
637.6	3.2358e-06
637.8	3.7303e-06
638.0	4.3003e-06
638.2	4.9574e-06
638.4	5.7149e-06
638.6	6.5882e-06
638.8	7.5949e-06
639.0	8.7555e-06
639.2	1.0093e-05
639.4	1.1636e-05
639.6	9.8889e-06
639.8	3.7622e-06
640.0	1.4313e-06
640.2	5.4454e-07
640.4	2.0717e-07
640.6	7.8817e-08
640.8	2.9986e-08
641.0	1.1408e-08
641.2	6.7963e-09
641.4	6.783e-09
641.6	6.7698e-09
641.8	6.761e-09
642.0	6.7524e-09
642.2	1.3921e-08
642.4	6.3937e-08
642.6	7.2247e-08
642.8	7.7589e-08
643.0	9.5128e-08
643.2	1.3543e-07
643.4	1.9279e-07
643.6	2.5089e-07
643.8	2.5872e-07
644.0	2.0468e-07
644.2	1.6194e-07
644.4	2.7346e-07
644.6	4.7275e-07
644.8	6.8419e-07
645.0	8.1361e-07
645.2	1.2853e-06
645.4	2.0513e-06
645.6	3.3648e-06
645.8	5.6923e-06
646.0	9.6296e-06
646.2	2.1254e-05
646.4	3.7813e-05
646.6	6.4837e-05
646.8	1.2831e-04
647.0	2.7058e-04
647.2	6.0955e-04
647.4	0.00149
647.6	0.00439
647.8	0.01033
648.0	0.02891
648.2	0.09224
648.4	0.29249
648.6	0.65526
648.8	0.89135
649.0	0.92469
649.2	0.92681
649.4	0.9454
649.6	0.96396
649.8	0.97073
650.0	0.96763
650.2	0.96227
650.4	0.95946
650.6	0.9617
650.8	0.96705
651.0	0.97297
651.2	0.97773
651.4	0.98014
651.6	0.97915
651.8	0.97596
652.0	0.97192
652.2	0.96856
652.4	0.96522
652.6	0.96434
652.8	0.96527
653.0	0.96647
653.2	0.96774
653.4	0.96949
653.6	0.97084
653.8	0.97203
654.0	0.97238
654.2	0.97318
654.4	0.97375
654.6	0.97493
654.8	0.97607
655.0	0.97733
655.2	0.97875
655.4	0.98006
655.6	0.98065
655.8	0.98103
656.0	0.981
656.2	0.98048
656.4	0.97957
656.6	0.97927
656.8	0.97871
657.0	0.97832
657.2	0.97867
657.4	0.97892
657.6	0.97949
657.8	0.9804
658.0	0.98146
658.2	0.98175
658.4	0.98196
658.6	0.98194
658.8	0.98129
659.0	0.97989
659.2	0.97868
659.4	0.97763
659.6	0.97687
659.8	0.97648
660.0	0.97675
660.2	0.97712
660.4	0.97854
660.6	0.98074
660.8	0.98287
661.0	0.98446
661.2	0.98672
661.4	0.98813
661.6	0.98955
661.8	0.98994
662.0	0.98959
662.2	0.98917
662.4	0.98765
662.6	0.9859
662.8	0.98487
663.0	0.98384
663.2	0.98348
663.4	0.98281
663.6	0.9832
663.8	0.98345
664.0	0.98414
664.2	0.9852
664.4	0.98576
664.6	0.98634
664.8	0.98577
665.0	0.98515
665.2	0.98394
665.4	0.98132
665.6	0.97806
665.8	0.97471
666.0	0.97083
666.2	0.96723
666.4	0.96374
666.6	0.9613
666.8	0.95956
667.0	0.95902
667.2	0.95967
667.4	0.96108
667.6	0.96343
667.8	0.96632
668.0	0.96925
668.2	0.97206
668.4	0.97429
668.6	0.97582
668.8	0.9761
669.0	0.97493
669.2	0.97215
669.4	0.96835
669.6	0.96417
669.8	0.95945
670.0	0.95502
670.2	0.95198
670.4	0.94915
670.6	0.94816
670.8	0.94877
671.0	0.95056
671.2	0.95317
671.4	0.95672
671.6	0.96025
671.8	0.96297
672.0	0.96549
672.2	0.96685
672.4	0.96685
672.6	0.96691
672.8	0.96626
673.0	0.9655
673.2	0.96544
673.4	0.96577
673.6	0.96532
673.8	0.96276
674.0	0.95292
674.2	0.92546
674.4	0.86358
674.6	0.74652
674.8	0.57541
675.0	0.38647
675.2	0.23492
675.4	0.133
675.6	0.07332
675.8	0.04057
676.0	0.02295
676.2	0.01238
676.4	0.00708
676.6	0.00417
676.8	0.0025
677.0	0.00155
677.2	9.7701e-04
