    1 /ECREF=1.623E-09 /SPEC=H  /DATE=17/08/12 /CODE=ADAS312
--------------------------------------------------------------------------------
   25   25 /TREF=2.000E+03
--------------------------------------------------------------------------------
 5.000E+03 1.000E+04 1.500E+04 2.000E+04 2.500E+04 3.000E+04 3.500E+04 4.000E+04
 4.500E+04 5.000E+04 5.500E+04 6.000E+04 6.500E+04 7.000E+04 7.500E+04 8.000E+04
 8.500E+04 9.000E+04 9.500E+04 1.000E+05 1.050E+05 1.100E+05 1.150E+05 1.200E+05
 1.250E+05
 1.000E+12 2.000E+12 3.000E+12 5.000E+12 6.000E+12 7.000E+12 8.000E+12 9.000E+12
 1.000E+13 2.000E+13 3.000E+13 5.000E+13 6.000E+13 7.000E+13 8.000E+13 9.000E+13
 1.000E+14 2.000E+14 3.000E+14 5.000E+14 6.000E+14 7.000E+14 8.000E+14 9.000E+14
 1.000E+15
--------------------------------------------------------------------------------
 2.024E-09 2.359E-09 2.725E-09 3.088E-09 3.424E-09 3.726E-09 3.991E-09 4.219E-09
 4.415E-09 4.580E-09 4.720E-09 4.835E-09 4.933E-09 5.013E-09 5.079E-09 5.134E-09
 5.180E-09 5.218E-09 5.250E-09 5.275E-09 5.297E-09 5.314E-09 5.328E-09 5.339E-09
 5.348E-09
 1.915E-09 2.224E-09 2.564E-09 2.903E-09 3.219E-09 3.504E-09 3.756E-09 3.973E-09
 4.161E-09 4.321E-09 4.455E-09 4.567E-09 4.662E-09 4.740E-09 4.806E-09 4.861E-09
 4.906E-09 4.945E-09 4.977E-09 5.004E-09 5.026E-09 5.044E-09 5.059E-09 5.072E-09
 5.082E-09
 1.828E-09 2.116E-09 2.434E-09 2.754E-09 3.054E-09 3.325E-09 3.566E-09 3.774E-09
 3.955E-09 4.109E-09 4.240E-09 4.349E-09 4.441E-09 4.518E-09 4.583E-09 4.637E-09
 4.683E-09 4.721E-09 4.754E-09 4.781E-09 4.804E-09 4.823E-09 4.839E-09 4.852E-09
 4.863E-09
 1.688E-09 1.942E-09 2.226E-09 2.514E-09 2.787E-09 3.036E-09 3.258E-09 3.453E-09
 3.622E-09 3.767E-09 3.890E-09 3.994E-09 4.082E-09 4.156E-09 4.219E-09 4.272E-09
 4.317E-09 4.356E-09 4.389E-09 4.417E-09 4.440E-09 4.460E-09 4.477E-09 4.492E-09
 4.504E-09
 1.629E-09 1.868E-09 2.139E-09 2.414E-09 2.676E-09 2.915E-09 3.130E-09 3.318E-09
 3.482E-09 3.623E-09 3.743E-09 3.844E-09 3.931E-09 4.004E-09 4.066E-09 4.118E-09
 4.163E-09 4.201E-09 4.234E-09 4.262E-09 4.286E-09 4.306E-09 4.324E-09 4.339E-09
 4.352E-09
 1.575E-09 1.802E-09 2.059E-09 2.323E-09 2.575E-09 2.806E-09 3.013E-09 3.195E-09
 3.355E-09 3.493E-09 3.610E-09 3.709E-09 3.794E-09 3.865E-09 3.926E-09 3.978E-09
 4.022E-09 4.061E-09 4.093E-09 4.122E-09 4.146E-09 4.166E-09 4.184E-09 4.199E-09
 4.212E-09
 1.525E-09 1.741E-09 1.987E-09 2.240E-09 2.483E-09 2.706E-09 2.907E-09 3.084E-09
 3.240E-09 3.374E-09 3.488E-09 3.585E-09 3.669E-09 3.739E-09 3.799E-09 3.850E-09
 3.894E-09 3.932E-09 3.965E-09 3.993E-09 4.017E-09 4.038E-09 4.056E-09 4.071E-09
 4.085E-09
 1.479E-09 1.684E-09 1.921E-09 2.164E-09 2.398E-09 2.615E-09 2.810E-09 2.982E-09
 3.134E-09 3.265E-09 3.377E-09 3.472E-09 3.553E-09 3.622E-09 3.682E-09 3.732E-09
 3.776E-09 3.814E-09 3.846E-09 3.874E-09 3.898E-09 3.919E-09 3.937E-09 3.953E-09
 3.967E-09
 1.436E-09 1.632E-09 1.859E-09 2.094E-09 2.321E-09 2.531E-09 2.720E-09 2.888E-09
 3.036E-09 3.164E-09 3.274E-09 3.367E-09 3.447E-09 3.515E-09 3.573E-09 3.624E-09
 3.667E-09 3.704E-09 3.736E-09 3.764E-09 3.789E-09 3.810E-09 3.828E-09 3.844E-09
 3.858E-09
 1.127E-09 1.264E-09 1.430E-09 1.607E-09 1.782E-09 1.947E-09 2.099E-09 2.236E-09
 2.357E-09 2.464E-09 2.556E-09 2.635E-09 2.703E-09 2.762E-09 2.813E-09 2.858E-09
 2.896E-09 2.931E-09 2.960E-09 2.987E-09 3.010E-09 3.030E-09 3.048E-09 3.064E-09
 3.079E-09
 9.396E-10 1.046E-09 1.180E-09 1.327E-09 1.473E-09 1.613E-09 1.743E-09 1.861E-09
 1.967E-09 2.060E-09 2.141E-09 2.210E-09 2.271E-09 2.323E-09 2.369E-09 2.409E-09
 2.445E-09 2.476E-09 2.504E-09 2.528E-09 2.549E-09 2.569E-09 2.585E-09 2.601E-09
 2.614E-09
 7.202E-10 7.976E-10 8.989E-10 1.012E-09 1.127E-09 1.238E-09 1.343E-09 1.439E-09
 1.527E-09 1.603E-09 1.670E-09 1.728E-09 1.779E-09 1.823E-09 1.862E-09 1.896E-09
 1.926E-09 1.953E-09 1.977E-09 1.999E-09 2.017E-09 2.034E-09 2.049E-09 2.063E-09
 2.075E-09
 6.498E-10 7.190E-10 8.105E-10 9.131E-10 1.018E-09 1.121E-09 1.218E-09 1.307E-09
